homogenity,completeness,vscore,nmi,dataset,runtime,algorithm
0.9001547721170249,0.8668525668654742,0.883189851645067,0.8831898516450669,News-T,15.998699188232422,textclust-unigram_0.5_
0.9348204434598718,0.8521061219309227,0.8915489177968884,0.8915489177968883,News-T,16.5538113117218,textclust-unigram_1_
0.9465182188524396,0.8358712224507002,0.8877603539724855,0.8877603539724856,News-T,17.503050088882446,textclust-unigram_1.5_
0.9527148830555494,0.8113041768288176,0.8763415107324438,0.8763415107324437,News-T,17.935765027999878,textclust-unigram_2_
0.9599881593140795,0.7860514905302405,0.8643562287803667,0.8643562287803667,News-T,18.84419298171997,textclust-unigram_2.5_
0.9657985103456183,0.7742330979885804,0.8594707925030142,0.8594707925030141,News-T,19.821311235427856,textclust-unigram_3_
0.9686969068449872,0.7509982477262912,0.8460681856137783,0.8460681856137783,News-T,20.7406222820282,textclust-unigram_3.5_
0.9683152280596938,0.7288182680573271,0.8316680202973739,0.8316680202973737,News-T,21.68707299232483,textclust-unigram_4_
0.9720217939861456,0.7044840608334858,0.8169060175691208,0.8169060175691207,News-T,23.129705905914307,textclust-unigram_4.5_
0.9751103765325527,0.6767889820186297,0.7990123074665767,0.7990123074665767,News-T,24.971229791641235,textclust-unigram_5_
0.9370463616893662,0.9201289953966282,0.9285106267769401,0.92851062677694,Tweets-T,54.186194896698,textclust-unigram_0.5_
0.9563931674187709,0.9004043094607381,0.927554609703455,0.927554609703455,Tweets-T,56.63178777694702,textclust-unigram_1_
0.9686714421162068,0.8791392916033527,0.9217363119265073,0.9217363119265073,Tweets-T,59.2415931224823,textclust-unigram_1.5_
0.9746439281964141,0.8520114820331807,0.9092112426534708,0.9092112426534709,Tweets-T,62.029282093048096,textclust-unigram_2_
0.9776651002440547,0.8264769031725168,0.8957361702785935,0.8957361702785936,Tweets-T,64.71898865699768,textclust-unigram_2.5_
0.9789571299977282,0.7945724126177618,0.8771800073705307,0.8771800073705307,Tweets-T,67.81313514709473,textclust-unigram_3_
0.9816935299395044,0.7636332439297171,0.8590412134119827,0.8590412134119828,Tweets-T,72.60547375679016,textclust-unigram_3.5_
0.9834239958298019,0.7299250963192481,0.837921306484437,0.837921306484437,Tweets-T,77.92607712745667,textclust-unigram_4_
0.9850411608814004,0.6995960362067268,0.8181356708070484,0.8181356708070485,Tweets-T,84.20352292060852,textclust-unigram_4.5_
0.9860712389793642,0.6748716352918763,0.8013177573687162,0.8013177573687164,Tweets-T,86.12453389167786,textclust-unigram_5_
0.9677383562998096,0.9122291851228214,0.9391642703697234,0.9391642703697233,NT,58.93449425697327,textclust-unigram_0.5_
0.9775701224314166,0.8834759422247674,0.9281443392594718,0.9281443392594717,NT,61.63063097000122,textclust-unigram_1_
0.9819563644299694,0.8509427058534363,0.9117671772825344,0.9117671772825344,NT,65.72983503341675,textclust-unigram_1.5_
0.9846761204176939,0.8223252959142289,0.8962074681112692,0.8962074681112693,NT,68.86722421646118,textclust-unigram_2_
0.9861863219359179,0.7950790635647687,0.8803809962599095,0.8803809962599095,NT,73.17937517166138,textclust-unigram_2.5_
0.987035463770321,0.7691267520769396,0.8645617968362542,0.8645617968362543,NT,78.11854004859924,textclust-unigram_3_
0.9872912028060649,0.7434065608570531,0.8481651424671811,0.848165142467181,NT,81.83061814308167,textclust-unigram_3.5_
0.9885209936312541,0.7203560883727479,0.8333977016199281,0.833397701619928,NT,86.66071701049805,textclust-unigram_4_
0.9902737618874498,0.6992249019145261,0.8196799309282425,0.8196799309282427,NT,92.50188899040222,textclust-unigram_4.5_
0.9913777159899821,0.6821365858516151,0.8081855168260019,0.8081855168260019,NT,96.81521368026733,textclust-unigram_5_
0.9596912117150246,0.8256665820496325,0.8876483642295238,0.8876483642295236,NTS,90.82730603218079,textclust-unigram_0.5_
0.9666489408538186,0.7941839352783773,0.8719703843402405,0.8719703843402404,NTS,101.92003011703491,textclust-unigram_1_
0.9674256682272193,0.7565373276284875,0.8490827604528034,0.8490827604528034,NTS,105.9390139579773,textclust-unigram_1.5_
0.9691249241550571,0.7314090647444373,0.8336519693505138,0.8336519693505138,NTS,110.0111129283905,textclust-unigram_2_
0.9684335766744882,0.7051133831153106,0.8160577408083931,0.816057740808393,NTS,114.80789875984192,textclust-unigram_2.5_
0.9718527831486946,0.6836342192186571,0.8026542251956728,0.8026542251956728,NTS,120.52250504493713,textclust-unigram_3_
0.9763559534413931,0.6650143833342408,0.7911569226577257,0.7911569226577257,NTS,127.43647122383118,textclust-unigram_3.5_
0.977028685250616,0.6465489916095641,0.7781542210460002,0.7781542210460002,NTS,136.65123987197876,textclust-unigram_4_
0.978861658599674,0.6287846662399613,0.7657072227737494,0.7657072227737494,NTS,143.6001467704773,textclust-unigram_4.5_
0.9808971658007297,0.6125870262722208,0.7541773942483011,0.7541773942483012,NTS,154.09810996055603,textclust-unigram_5_
0.5437062081610012,0.677952418681909,0.6034532573599524,0.6034532573599523,SO-T,297.7882308959961,textclust-unigram_0.5_
0.5950171028046922,0.6969448750128991,0.6419602549685918,0.6419602549685918,SO-T,318.09577107429504,textclust-unigram_1_
0.6388170877130058,0.7112814424162814,0.6731045615539825,0.6731045615539822,SO-T,322.21804308891296,textclust-unigram_1.5_
0.6748317318219477,0.7225545983036512,0.6978782608605285,0.6978782608605285,SO-T,334.0440239906311,textclust-unigram_2_
0.7033628199975258,0.7309124614753897,0.7168730531934097,0.7168730531934098,SO-T,347.82471919059753,textclust-unigram_2.5_
0.7296951032418217,0.7373228666693799,0.733489154668549,0.7334891546685491,SO-T,356.0835540294647,textclust-unigram_3_
0.7609030241870066,0.7453887386456522,0.7530659855217233,0.7530659855217233,SO-T,368.76765275001526,textclust-unigram_3.5_
0.7866850103095413,0.7508423327955738,0.7683458911673399,0.7683458911673399,SO-T,384.557088136673,textclust-unigram_4_
0.8157394371002282,0.756978527152294,0.7852612504870253,0.7852612504870253,SO-T,405.38420724868774,textclust-unigram_4.5_
0.843853311725523,0.7627360470121516,0.8012468596821224,0.8012468596821224,SO-T,417.3247301578522,textclust-unigram_5_
0.8943163610279272,0.4316449933033717,0.5822600762926071,0.5822600762926072,Trends-T,667.7371618747711,textclust-unigram_0.5_
0.9291432200341968,0.4120665541846931,0.570930591743624,0.570930591743624,Trends-T,736.4857196807861,textclust-unigram_1_
0.9398281442036907,0.37858932785908184,0.5397515020192066,0.5397515020192066,Trends-T,781.0696339607239,textclust-unigram_1.5_
0.9305965368233147,0.32730134572756814,0.48427698791259327,0.4842769879125934,Trends-T,814.2146821022034,textclust-unigram_2_
