homogenity,completeness,vscore,nmi,dataset,runtime,algorithm
0.9007375684115987,0.8210048822297323,0.8590250429130099,0.8590250429130099,News-T,17.127315998077393,DCSS
0.9001547721170249,0.8668525668654742,0.883189851645067,0.8831898516450669,News-T,15.575068950653076,textclust-unigram
0.9121451122637816,0.8712045807847335,0.8912049086527564,0.8912049086527563,News-T,29.557867765426636,textclust-bigram
0.9561634403963537,0.7574132745326217,0.8452622821838435,0.8452622821838435,News-T,3.550844192504883,EStream
0.8999167582104906,0.8184973339730035,0.8572781970811048,0.8572781970811046,News-T,22.28395175933838,OSDM
0.548108148512295,0.7184122553292432,0.6218101341955485,0.6218101341955485,News-T,14.727533340454102,DP-BMM
0.871602467275628,0.8701817885640661,0.8708915485346577,0.8708915485346577,News-T,27.828831434249878,MSTREAM
0.8658396323282973,0.7848702218350376,0.8233691009781003,0.8233691009781003,News-T,26.667418718338013,MSTREAM-RAKIB
0.9348095161315091,0.7715545824853954,0.8453724108551467,0.8453724108551469,Tweets-T,75.33238124847412,DCSS
0.9370463616893662,0.9201289953966282,0.9285106267769401,0.92851062677694,Tweets-T,54.16651368141174,textclust-unigram
0.9716253522224216,0.9088414085820005,0.9391852832857915,0.9391852832857916,Tweets-T,104.92689895629883,textclust-bigram
0.9626529706900648,0.7502992983695465,0.8433134554048449,0.8433134554048449,Tweets-T,10.43502950668335,EStream
0.9391513630526971,0.7637223372144294,0.842400553694862,0.842400553694862,Tweets-T,135.09095883369446,OSDM
0.394753296052768,0.5611255275423394,0.46346073587777825,0.46346073587777825,Tweets-T,86.30857467651367,DP-BMM
0.8715275904641825,0.8786136021210448,0.8750562512896465,0.8750562512896464,Tweets-T,121.61254811286926,MSTREAM
0.9482756316781793,0.6888264028183009,0.7979921574650473,0.7979921574650473,Tweets-T,90.15665459632874,MSTREAM-RAKIB
0.9504448769417443,0.8888954687967527,0.918640366272613,0.918640366272613,NT,66.08781123161316,DCSS
0.9677383562998096,0.9122291851228214,0.9391642703697234,0.9391642703697233,NT,57.615941524505615,textclust-unigram
0.9716253522224216,0.9088414085820005,0.9391852832857915,0.9391852832857916,NT,116.83955502510071,textclust-bigram
0.9308134832353376,0.7981547070184963,0.8593948311929268,0.8593948311929268,NT,15.678370952606201,EStream
0.9613873165709257,0.824509291586241,0.8877028733973972,0.8877028733973972,NT,101.74691677093506,OSDM
0.505649154766247,0.7690982865862956,0.6101505065692102,0.6101505065692101,NT,63.46421790122986,DP-BMM
0.9265596673917792,0.8731612581919328,0.8990682871649183,0.8990682871649183,NT,127.95920395851135,MSTREAM
0.9818638604856308,0.7411536706861176,0.8446948346695955,0.8446948346695955,NT,109.72012209892273,MSTREAM-RAKIB
0.9480491381374225,0.8736650032678385,0.9093384461845082,0.902338446184508,NTS,119.48232913017273,DCSS
0.9596912117150246,0.8256665820496325,0.8876483642295238,0.8876483642295236,NTS,87.75041484832764,textclust-unigram
0.9730119685397154,0.8429494681908881,0.9033230605387557,0.9033230605387556,NTS,170.56286597251892,textclust-bigram
0.9296806344534153,0.6860238209672652,0.7894798568973976,0.7894798568973976,NTS,28.03347659111023,EStream
0.9034969728741313,0.7322895736414186,0.80893367714957,0.80893367714957,NTS,150.84250330924988,OSDM
0.4531487040312754,0.6414149243125249,0.5310908094732427,0.5310908094732427,NTS,94.71590185165405,DP-BMM
0.8748122998752156,0.7976670018865178,0.8344604369331976,0.8344604369331975,NTS,217.3712055683136,MSTREAM
0.9654180883495149,0.6741957651417636,0.79394399525298,0.7939439952529801,NTS,167.72663593292236,MSTREAM-RAKIB
0.3140979949697506,0.5558785933805644,0.4013909200902173,0.40139092009021726,SO-T,862.0712451934814,DCSS
0.5437062081610012,0.677952418681909,0.6034532573599524,0.6034532573599523,,SO-T,298.78045296669006,textclust-unigram
0.5420898742926453,0.6757242179920899,0.6015750001720022,0.601575000172002,SO-T,613.1209752559662,textclust-bigram
0.7196319692733085,0.7300140477916296,0.724785831334349,0.7247858313343492,SO-T,149.311518907547,fEStreamm
0.14624327365069162,0.7256946827808602,0.2434300865054826,0.2434300865054826,SO-T,834.7778296470642,OSDM
0.1182303719798886,0.3508021945889607,0.1768554122415118,0.1768554122415118,SO-T,449.86974930763245,DP-BMM
0.11995484247676208,0.38686909334821806,0.18312797747476067,0.1831279774747607,SO-T,1332.6854009628296,MSTREAM
0.6315079988456241,0.7051255551902981,0.6662894657231798,0.6662894657231799,SO-T,627.6513538360596,MSTREAM-RAKIB
0.2305106661756819,0.09708620776205949,0.1366277166121928,0.1366277166121928,Trends-T,1094.1310119628906,DCSS
0.8943163610279272,0.4316449933033717,0.5822600762926071,0.5822600762926072,Trends-T,607.8676106929779,textclust-unigram
0.9117032708328208,0.4107434840378428,0.5663383822317956,0.5663383822317956,Trends-T,1596.3379344940186,textclust-bigram
0.381347184001037,0.11932388957955437,0.1817713531951797,0.1817713531951797,Trends-T,571.8917489051819,EStream
0.3730802620124395,0.23202536202261437,0.28611230640921437,0.28611230640921437,Trends-T,5293.921747207642,OSDM
0.03946476954887412,0.06975066928560518,0.05040851584010878,0.050408515840108775,Trends-T,1909.3964779376984,DP-BMM
0.35199182903727894,0.34278539527898666,0.34732761532376677,0.34732761532376677,Trends-T,2368.503606081009,MSTREAM
0.3423620355460313,0.3967546565648257,0.3675569318992654,0.3675569318992654,Trends-T,10724.397673368454,MSTREAM-RAKIB
